ID,Age,Gender,trial_id,condition,file_left,file_right,gapOf,decision_choice,correct_answer,signal_detection,confidence_rating,decision_time,rt,trial_type,trial_index,time_elapsed,internal_node_id
12345678,,,22,0_vs_minus30,4_minus_0.mp4,4_minus_30.mp4,0,Same,same,CR,80.43,2746,6913,html-keyboard-response,43,228041,0.0-43.0
12345678,,,23,0_vs_plus30,7_minus_0.mp4,7_plus_30.mp4,0,Same,same,CR,81.3,3863,5497,html-keyboard-response,45,234041,0.0-45.0
12345678,,,24,0_vs_minus30,12_minus_0.mp4,1_minus_30.mp4,11,Different,different,Hit,65.72,8997,17431,html-keyboard-response,47,251975,0.0-47.0
12345678,,,25,0_vs_minus30,12_minus_0.mp4,11_minus_30.mp4,1,Same,different,Miss,71.93,4863,8346,html-keyboard-response,49,260824,0.0-49.0
12345678,,,26,minus30_vs_0,5_minus_30.mp4,5_minus_0.mp4,0,Same,same,CR,68.35,11380,14114,html-keyboard-response,51,275442,0.0-51.0
12345678,,,27,minus30_vs_plus30,4_minus_30.mp4,8_plus_30.mp4,4,Different,different,Hit,72.1,8680,11314,html-keyboard-response,53,287259,0.0-53.0
12345678,,,28,plus30_vs_0,7_plus_30.mp4,7_minus_0.mp4,0,Same,same,CR,60.74,7729,10196,html-keyboard-response,55,297959,0.0-55.0
12345678,,,29,plus30_vs_minus30,11_plus_30.mp4,11_minus_30.mp4,0,Same,same,CR,77.09,2980,4964,html-keyboard-response,57,303426,0.0-57.0
12345678,,,30,0_vs_plus30,10_minus_0.mp4,1_plus_30.mp4,10,Different,different,Hit,91.03,4481,8697,html-keyboard-response,59,312626,0.0-59.0
12345678,,,31,0_vs_minus30,8_minus_0.mp4,8_minus_30.mp4,0,Same,same,CR,63.86,15530,18914,html-keyboard-response,61,332043,0.0-61.0
12345678,,,32,plus30_vs_0,2_plus_30.mp4,3_minus_0.mp4,1,Same,different,Miss,87.95,2579,7763,html-keyboard-response,63,340310,0.0-63.0
12345678,,,33,plus30_vs_minus30,10_plus_30.mp4,4_minus_30.mp4,6,Different,different,Hit,78.15,7147,10514,html-keyboard-response,65,351327,0.0-65.0
12345678,,,34,0_vs_plus30,9_minus_0.mp4,2_plus_30.mp4,7,Different,different,Hit,78.22,2897,4780,html-keyboard-response,67,356610,0.0-67.0
12345678,,,35,minus30_vs_0,2_minus_30.mp4,10_minus_0.mp4,8,Different,different,Hit,74.51,23514,25547,html-keyboard-response,69,382661,0.0-69.0
12345678,,,36,minus30_vs_plus30,12_minus_30.mp4,1_plus_30.mp4,10,Different,different,Hit,80.47,3980,6363,html-keyboard-response,71,389528,0.0-71.0
12345678,,,37,minus30_vs_plus30,3_minus_30.mp4,3_plus_30.mp4,0,Same,same,CR,82.55,1914,3981,html-keyboard-response,73,394012,0.0-73.0
12345678,,,38,minus30_vs_plus30,1_minus_30.mp4,12_plus_30.mp4,11,Different,different,Hit,77.53,2097,4697,html-keyboard-response,75,399211,0.0-75.0
12345678,,,39,minus30_vs_0,11_minus_30.mp4,11_minus_0.mp4,0,Same,same,CR,96.95,2948,6898,html-keyboard-response,77,406612,0.0-77.0
12345678,,,40,0_vs_plus30,1_minus_0.mp4,7_plus_30.mp4,6,Different,different,Hit,85.71,8731,13514,html-keyboard-response,79,420629,0.0-79.0
12345678,,,41,minus30_vs_0,2_minus_30.mp4,2_minus_0.mp4,0,Same,same,CR,84.33,5146,6846,html-keyboard-response,81,427979,0.0-81.0
12345678,,,42,plus30_vs_minus30,10_plus_30.mp4,12_minus_30.mp4,2,Same,different,Miss,68.81,20813,23147,html-keyboard-response,83,451630,0.0-83.0
12345678,,,43,minus30_vs_plus30,8_minus_30.mp4,5_plus_30.mp4,3,Different,different,Hit,86.79,5947,22713,html-keyboard-response,85,474846,0.0-85.0
12345678,,,44,plus30_vs_minus30,10_plus_30.mp4,10_minus_30.mp4,0,Same,same,CR,75.69,12997,15547,html-keyboard-response,87,490897,0.0-87.0
12345678,,,45,0_vs_plus30,6_minus_0.mp4,7_plus_30.mp4,1,Same,different,Miss,70.04,8314,11114,html-keyboard-response,89,502514,0.0-89.0
12345678,,,46,plus30_vs_0,10_plus_30.mp4,6_minus_0.mp4,4,Different,different,Hit,76.75,6130,7930,html-keyboard-response,91,510947,0.0-91.0
12345678,,,47,minus30_vs_plus30,1_minus_30.mp4,1_plus_30.mp4,0,Same,same,CR,84.27,4282,6165,html-keyboard-response,93,517614,0.0-93.0
12345678,,,48,0_vs_minus30,2_minus_0.mp4,2_minus_30.mp4,0,Same,same,CR,80.63,2365,5198,html-keyboard-response,95,523315,0.0-95.0
12345678,,,49,plus30_vs_minus30,1_plus_30.mp4,11_minus_30.mp4,10,Different,different,Hit,80.7,2431,4080,html-keyboard-response,97,527901,0.0-97.0
12345678,,,50,0_vs_plus30,8_minus_0.mp4,6_plus_30.mp4,2,Different,different,Hit,80.49,7832,9765,html-keyboard-response,99,538182,0.0-99.0
12345678,,,51,minus30_vs_0,2_minus_30.mp4,9_minus_0.mp4,7,Different,different,Hit,84.95,2365,4182,html-keyboard-response,101,542869,0.0-101.0
12345678,,,52,minus30_vs_plus30,11_minus_30.mp4,1_plus_30.mp4,10,Different,different,Hit,86.89,2349,3782,html-keyboard-response,103,547156,0.0-103.0
12345678,,,53,minus30_vs_0,4_minus_30.mp4,4_minus_0.mp4,0,Same,same,CR,86.29,1915,6066,html-keyboard-response,105,553726,0.0-105.0
12345678,,,54,minus30_vs_0,7_minus_30.mp4,7_minus_0.mp4,0,Same,same,CR,78.29,3029,5330,html-keyboard-response,107,559561,0.0-107.0
12345678,,,55,minus30_vs_0,4_minus_30.mp4,5_minus_0.mp4,1,Same,different,Miss,82.57,9947,12597,html-keyboard-response,109,572664,0.0-109.0
12345678,,,56,minus30_vs_0,11_minus_30.mp4,2_minus_0.mp4,9,Different,different,Hit,79.86,3997,6280,html-keyboard-response,111,579447,0.0-111.0
12345678,,,57,plus30_vs_minus30,12_plus_30.mp4,12_minus_30.mp4,0,Same,same,CR,64.58,5265,10781,html-keyboard-response,113,590731,0.0-113.0
12345678,,,58,plus30_vs_minus30,7_plus_30.mp4,6_minus_30.mp4,1,Different,different,Hit,56.51,4680,7164,html-keyboard-response,115,598399,0.0-115.0
12345678,,,59,plus30_vs_minus30,3_plus_30.mp4,3_minus_30.mp4,0,Same,same,CR,74.84,3630,5697,html-keyboard-response,117,604599,0.0-117.0
12345678,,,60,0_vs_minus30,12_minus_0.mp4,2_minus_30.mp4,10,Different,different,Hit,80.55,2797,5747,html-keyboard-response,119,610850,0.0-119.0
12345678,,,61,plus30_vs_0,8_plus_30.mp4,8_minus_0.mp4,0,Same,same,CR,76.11,3697,5330,html-keyboard-response,121,616683,0.0-121.0
12345678,,,62,plus30_vs_minus30,4_plus_30.mp4,4_minus_30.mp4,0,Same,same,CR,84,5346,7197,html-keyboard-response,123,624383,0.0-123.0
12345678,,,63,0_vs_plus30,12_minus_0.mp4,12_plus_30.mp4,0,Same,same,CR,78.87,2996,9714,html-keyboard-response,125,634600,0.0-125.0
12345678,,,64,0_vs_plus30,5_minus_0.mp4,8_plus_30.mp4,3,Different,different,Hit,67.42,10846,12613,html-keyboard-response,127,647717,0.0-127.0
12345678,,,65,plus30_vs_0,10_plus_30.mp4,10_minus_0.mp4,0,Same,same,CR,79.7,2730,4847,html-keyboard-response,129,653068,0.0-129.0
12345678,,,66,plus30_vs_minus30,12_plus_30.mp4,4_minus_30.mp4,8,Different,different,Hit,78.52,2797,5064,html-keyboard-response,131,658634,0.0-131.0
12345678,,,67,minus30_vs_plus30,6_minus_30.mp4,6_plus_30.mp4,0,Same,same,CR,85.67,2364,3964,html-keyboard-response,133,663101,0.0-133.0
12345678,,,68,0_vs_plus30,10_minus_0.mp4,2_plus_30.mp4,8,Different,different,Hit,84.58,2063,4030,html-keyboard-response,135,667635,0.0-135.0
12345678,,,69,plus30_vs_0,11_plus_30.mp4,11_minus_0.mp4,0,Same,same,CR,85.94,1847,4180,html-keyboard-response,137,672317,0.0-137.0
12345678,,,70,0_vs_plus30,7_minus_0.mp4,5_plus_30.mp4,2,Different,different,Hit,78.07,1997,3464,html-keyboard-response,139,676285,0.0-139.0
12345678,,,71,0_vs_plus30,3_minus_0.mp4,3_plus_30.mp4,0,Same,same,CR,79.16,7014,8913,html-keyboard-response,141,685701,0.0-141.0
12345678,,,72,0_vs_minus30,6_minus_0.mp4,10_minus_30.mp4,4,Different,different,Hit,79.37,2379,7196,html-keyboard-response,144,753404,0.0-144.0
12345678,,,73,minus30_vs_0,6_minus_30.mp4,6_minus_0.mp4,0,Same,same,CR,85,2613,4196,html-keyboard-response,146,758103,0.0-146.0
12345678,,,74,plus30_vs_minus30,5_plus_30.mp4,5_minus_30.mp4,0,Same,same,CR,81.94,2181,6499,html-keyboard-response,148,765104,0.0-148.0
12345678,,,75,0_vs_minus30,9_minus_0.mp4,6_minus_30.mp4,3,Different,different,Hit,71.94,1880,3897,html-keyboard-response,150,769504,0.0-150.0
12345678,,,76,plus30_vs_minus30,6_plus_30.mp4,11_minus_30.mp4,5,Different,different,Hit,84.87,3564,6015,html-keyboard-response,152,776021,0.0-152.0
12345678,,,77,0_vs_minus30,1_minus_0.mp4,1_minus_30.mp4,0,Different,same,FA,18.77,1914,14246,html-keyboard-response,154,790770,0.0-154.0
12345678,,,78,0_vs_minus30,3_minus_0.mp4,3_minus_30.mp4,0,Same,same,CR,79.4,4032,5915,html-keyboard-response,156,797187,0.0-156.0
12345678,,,79,minus30_vs_0,9_minus_30.mp4,3_minus_0.mp4,6,Different,different,Hit,75.75,2615,4315,html-keyboard-response,158,802004,0.0-158.0
12345678,,,80,plus30_vs_0,12_plus_30.mp4,12_minus_0.mp4,0,Same,same,CR,78,2548,4131,html-keyboard-response,160,806638,0.0-160.0
12345678,,,81,plus30_vs_0,1_plus_30.mp4,5_minus_0.mp4,4,Same,different,Miss,74.2,1514,2881,html-keyboard-response,162,810021,0.0-162.0
12345678,,,82,0_vs_minus30,12_minus_0.mp4,12_minus_30.mp4,0,Different,same,FA,80.93,4448,7882,html-keyboard-response,164,818405,0.0-164.0
12345678,,,83,0_vs_plus30,5_minus_0.mp4,5_plus_30.mp4,0,Same,same,CR,78.59,3248,5098,html-keyboard-response,166,824005,0.0-166.0
12345678,,,84,minus30_vs_plus30,10_minus_30.mp4,10_plus_30.mp4,0,Same,same,CR,83.57,4081,6314,html-keyboard-response,168,830822,0.0-168.0
12345678,,,85,0_vs_minus30,1_minus_0.mp4,8_minus_30.mp4,7,Different,different,Hit,78.35,2665,5065,html-keyboard-response,170,836389,0.0-170.0
12345678,,,86,minus30_vs_plus30,8_minus_30.mp4,8_plus_30.mp4,0,Same,same,CR,76.95,2631,4181,html-keyboard-response,172,841072,0.0-172.0
12345678,,,87,0_vs_plus30,2_minus_0.mp4,7_plus_30.mp4,5,Different,different,Hit,77.73,3699,6715,html-keyboard-response,174,848289,0.0-174.0
12345678,,,88,minus30_vs_plus30,3_minus_30.mp4,12_plus_30.mp4,0,Different,same,FA,80.76,1814,3798,html-keyboard-response,176,852590,0.0-176.0
12345678,,,89,0_vs_minus30,10_minus_0.mp4,11_minus_30.mp4,1,Same,different,Miss,57.7,5163,9497,html-keyboard-response,178,862589,0.0-178.0
12345678,,,90,plus30_vs_minus30,2_plus_30.mp4,2_minus_30.mp4,0,Same,same,CR,72.71,2430,4763,html-keyboard-response,180,867856,0.0-180.0
12345678,,,91,minus30_vs_plus30,2_minus_30.mp4,11_plus_30.mp4,9,Different,different,Hit,74.8,2581,4431,html-keyboard-response,182,872789,0.0-182.0
12345678,,,92,minus30_vs_0,12_minus_30.mp4,12_minus_0.mp4,0,Same,same,CR,77.82,4998,6864,html-keyboard-response,184,880156,0.0-184.0
12345678,,,93,minus30_vs_plus30,10_minus_30.mp4,3_plus_30.mp4,7,Different,different,Hit,80.97,2566,4966,html-keyboard-response,186,885623,0.0-186.0
12345678,,,94,plus30_vs_minus30,8_plus_30.mp4,8_minus_30.mp4,0,Same,same,CR,81.2,7013,8880,html-keyboard-response,188,895007,0.0-188.0
12345678,,,95,plus30_vs_0,12_plus_30.mp4,1_minus_0.mp4,11,Different,different,Hit,77.18,1798,3632,html-keyboard-response,190,899140,0.0-190.0
12345678,,,96,plus30_vs_0,5_plus_30.mp4,5_minus_0.mp4,0,Same,same,CR,78.79,5048,7082,html-keyboard-response,192,906724,0.0-192.0
12345678,,,97,0_vs_plus30,11_minus_0.mp4,1_plus_30.mp4,10,Different,different,Hit,80.39,3714,5631,html-keyboard-response,194,912857,0.0-194.0
12345678,,,98,minus30_vs_0,3_minus_30.mp4,3_minus_0.mp4,0,Same,same,CR,78.03,1998,3549,html-keyboard-response,196,916908,0.0-196.0
12345678,,,99,minus30_vs_plus30,7_minus_30.mp4,8_plus_30.mp4,1,Same,different,Miss,73.48,3997,5847,html-keyboard-response,198,923258,0.0-198.0
12345678,,,100,minus30_vs_0,9_minus_30.mp4,9_minus_0.mp4,0,Same,same,CR,77.43,3047,4580,html-keyboard-response,200,928341,0.0-200.0
12345678,,,101,minus30_vs_plus30,2_minus_30.mp4,4_plus_30.mp4,2,Same,different,Miss,89.74,1798,3315,html-keyboard-response,202,932157,0.0-202.0
12345678,,,102,0_vs_plus30,1_minus_0.mp4,1_plus_30.mp4,0,Same,same,CR,85.49,1848,4232,html-keyboard-response,204,936891,0.0-204.0
12345678,,,103,plus30_vs_minus30,1_plus_30.mp4,10_minus_30.mp4,9,Different,different,Hit,85.64,2015,13165,html-keyboard-response,206,950558,0.0-206.0
12345678,,,104,0_vs_minus30,11_minus_0.mp4,11_minus_30.mp4,0,Same,same,CR,81.34,2114,3915,html-keyboard-response,208,954975,0.0-208.0
12345678,,,105,plus30_vs_0,1_plus_30.mp4,12_minus_0.mp4,11,Different,different,Hit,76.31,1864,3964,html-keyboard-response,210,959442,0.0-210.0
12345678,,,106,minus30_vs_0,1_minus_30.mp4,1_minus_0.mp4,0,Same,same,CR,80.94,1981,4298,html-keyboard-response,212,964242,0.0-212.0
12345678,,,107,plus30_vs_0,3_plus_30.mp4,10_minus_0.mp4,7,Different,different,Hit,84.08,3813,6230,html-keyboard-response,214,970975,0.0-214.0
12345678,,,108,plus30_vs_0,6_plus_30.mp4,6_minus_0.mp4,0,Same,same,CR,81.92,4332,7565,html-keyboard-response,216,979042,0.0-216.0
12345678,,,109,minus30_vs_0,4_minus_30.mp4,8_minus_0.mp4,0,Different,same,FA,84,3598,6714,html-keyboard-response,218,986259,0.0-218.0
12345678,,,110,0_vs_minus30,10_minus_0.mp4,10_minus_30.mp4,0,Same,same,CR,84.66,3065,4915,html-keyboard-response,220,991676,0.0-220.0
12345678,,,111,0_vs_plus30,2_minus_0.mp4,8_plus_30.mp4,6,Different,different,Hit,85.6,1997,3664,html-keyboard-response,222,995842,0.0-222.0
12345678,,,112,0_vs_plus30,11_minus_0.mp4,11_plus_30.mp4,0,Same,same,CR,77.68,2198,4699,html-keyboard-response,224,1001043,0.0-224.0
12345678,,,113,minus30_vs_0,5_minus_30.mp4,7_minus_0.mp4,2,Same,different,Miss,65.75,5530,7548,html-keyboard-response,226,1009093,0.0-226.0
12345678,,,114,plus30_vs_minus30,8_plus_30.mp4,2_minus_30.mp4,6,Different,different,Hit,67.72,2214,3797,html-keyboard-response,228,1013393,0.0-228.0
12345678,,,115,plus30_vs_0,2_plus_30.mp4,2_minus_0.mp4,0,Same,same,CR,69.6,9864,12081,html-keyboard-response,230,1025976,0.0-230.0
12345678,,,116,minus30_vs_0,3_minus_30.mp4,6_minus_0.mp4,3,Different,different,Hit,63.42,7648,10048,html-keyboard-response,232,1036527,0.0-232.0
12345678,,,117,plus30_vs_0,1_plus_30.mp4,1_minus_0.mp4,0,Different,same,FA,56.04,2265,7549,html-keyboard-response,234,1044577,0.0-234.0
12345678,,,118,plus30_vs_minus30,6_plus_30.mp4,9_minus_30.mp4,3,Same,different,Miss,72.88,1947,5264,html-keyboard-response,236,1050344,0.0-236.0
12345678,,,119,plus30_vs_0,10_plus_30.mp4,10_minus_0.mp4,0,Same,same,CR,79.33,2115,4715,html-keyboard-response,238,1055561,0.0-238.0
12345678,,,120,plus30_vs_0,3_plus_30.mp4,12_minus_0.mp4,9,Different,different,Hit,95.14,1764,7330,html-keyboard-response,240,1063394,0.0-240.0
12345678,,,121,plus30_vs_minus30,4_plus_30.mp4,9_minus_30.mp4,5,Different,different,Hit,79.72,2581,5114,html-keyboard-response,242,1069011,0.0-242.0
12345678,,,122,0_vs_plus30,9_minus_0.mp4,9_plus_30.mp4,0,Different,same,FA,80.94,1998,3598,html-keyboard-response,244,1073111,0.0-244.0
12345678,,,123,0_vs_minus30,12_minus_0.mp4,3_minus_30.mp4,9,Different,different,Hit,74.93,2698,6149,html-keyboard-response,246,1079761,0.0-246.0
12345678,,,124,0_vs_minus30,2_minus_0.mp4,2_minus_30.mp4,0,Same,same,CR,85.17,2382,3915,html-keyboard-response,248,1084178,0.0-248.0
12345678,,,125,plus30_vs_minus30,11_plus_30.mp4,4_minus_30.mp4,7,Different,different,Hit,78.03,3981,5747,html-keyboard-response,250,1090429,0.0-250.0
12345678,,,126,plus30_vs_0,3_plus_30.mp4,9_minus_0.mp4,6,Different,different,Hit,77.53,3715,6348,html-keyboard-response,252,1097278,0.0-252.0
12345678,,,127,minus30_vs_plus30,7_minus_30.mp4,7_plus_30.mp4,0,Same,same,CR,80.01,2164,4831,html-keyboard-response,254,1102612,0.0-254.0
12345678,,,128,minus30_vs_0,7_minus_30.mp4,12_minus_0.mp4,5,Same,different,Miss,95.21,2131,6048,html-keyboard-response,256,1109162,0.0-256.0
12345678,,,129,0_vs_minus30,9_minus_0.mp4,9_minus_30.mp4,0,Different,same,FA,58.72,3398,7265,html-keyboard-response,258,1116929,0.0-258.0
12345678,,,130,0_vs_minus30,4_minus_0.mp4,6_minus_30.mp4,2,Different,different,Hit,68.05,2597,6697,html-keyboard-response,260,1124129,0.0-260.0
12345678,,,131,0_vs_plus30,1_minus_0.mp4,9_plus_30.mp4,8,Different,different,Hit,89.78,1964,4114,html-keyboard-response,262,1128746,0.0-262.0
12345678,,,132,plus30_vs_minus30,11_plus_30.mp4,11_minus_30.mp4,0,Same,same,CR,90.45,2199,3749,html-keyboard-response,264,1132997,0.0-264.0
12345678,,,133,minus30_vs_0,6_minus_30.mp4,12_minus_0.mp4,6,Different,different,Hit,82.04,2897,4647,html-keyboard-response,266,1138146,0.0-266.0
12345678,,,134,minus30_vs_0,8_minus_30.mp4,8_minus_0.mp4,0,Same,same,CR,77.16,2130,3663,html-keyboard-response,268,1142313,0.0-268.0
12345678,,,135,plus30_vs_0,3_plus_30.mp4,11_minus_0.mp4,8,Different,different,Hit,78.1,1897,3981,html-keyboard-response,270,1146796,0.0-270.0
12345678,,,136,0_vs_minus30,5_minus_0.mp4,5_minus_30.mp4,0,Same,same,CR,83.9,2131,4515,html-keyboard-response,272,1151814,0.0-272.0
12345678,,,137,minus30_vs_0,3_minus_30.mp4,8_minus_0.mp4,5,Same,different,Miss,78.42,2746,4830,html-keyboard-response,274,1157147,0.0-274.0
12345678,,,138,0_vs_minus30,4_minus_0.mp4,4_minus_30.mp4,0,Same,same,CR,80.11,2564,4464,html-keyboard-response,276,1162114,0.0-276.0
12345678,,,139,minus30_vs_0,7_minus_30.mp4,10_minus_0.mp4,3,Different,different,Hit,65.38,8947,15597,html-keyboard-response,278,1178214,0.0-278.0
12345678,,,140,plus30_vs_minus30,1_plus_30.mp4,1_minus_30.mp4,0,Same,same,CR,69.48,2131,4781,html-keyboard-response,280,1183497,0.0-280.0
12345678,,,141,minus30_vs_0,2_minus_30.mp4,12_minus_0.mp4,10,Different,different,Hit,88.89,2481,4581,html-keyboard-response,282,1188581,0.0-282.0
12345678,,,142,0_vs_plus30,6_minus_0.mp4,6_plus_30.mp4,0,Different,same,FA,56.29,5531,11682,html-keyboard-response,284,1200764,0.0-284.0
