ID,Age,Gender,trial_index_manual,condition,file_left,file_right,gapOf,decision_choice,signal_detection,confidence_rating,rt,trial_type,trial_index,time_elapsed,internal_node_id
88,,,115,0_vs_plus30,11_minus_0.mp4,11_plus_30.mp4,0,Same,CR,3,4452,html-keyboard-response,230,621030,0.0-230.0
88,,,116,minus30_vs_0,5_minus_30.mp4,7_minus_0.mp4,2,Different,Hit,2,4433,html-keyboard-response,232,625965,0.0-232.0
88,,,117,plus30_vs_minus30,8_plus_30.mp4,2_minus_30.mp4,6,Different,Hit,6,3234,html-keyboard-response,234,629702,0.0-234.0
88,,,118,plus30_vs_0,2_plus_30.mp4,2_minus_0.mp4,0,Same,CR,6,3748,html-keyboard-response,236,633955,0.0-236.0
88,,,119,minus30_vs_0,3_minus_30.mp4,6_minus_0.mp4,3,Same,Miss,6,3492,html-keyboard-response,238,637951,0.0-238.0
88,,,120,plus30_vs_0,1_plus_30.mp4,1_minus_0.mp4,0,Different,FA,2,3941,html-keyboard-response,240,642395,0.0-240.0
88,,,121,plus30_vs_minus30,6_plus_30.mp4,9_minus_30.mp4,3,Same,Miss,5,3627,html-keyboard-response,242,646526,0.0-242.0
88,,,122,0_vs_plus30,2_minus_0.mp4,8_plus_30.mp4,6,Different,Hit,2,3281,html-keyboard-response,244,650312,0.0-244.0
88,,,123,0_vs_minus30,5_minus_0.mp4,5_minus_30.mp4,0,Different,FA,5,4036,html-keyboard-response,246,654852,0.0-246.0
88,,,124,plus30_vs_0,10_plus_30.mp4,10_minus_0.mp4,0,Same,CR,5,4380,html-keyboard-response,248,659736,0.0-248.0
88,,,125,plus30_vs_0,3_plus_30.mp4,12_minus_0.mp4,9,Different,Hit,6,3567,html-keyboard-response,250,663806,0.0-250.0
88,,,126,plus30_vs_minus30,4_plus_30.mp4,9_minus_30.mp4,5,Different,Hit,4,3458,html-keyboard-response,252,667768,0.0-252.0
88,,,127,0_vs_plus30,9_minus_0.mp4,9_plus_30.mp4,0,Same,CR,5,3695,html-keyboard-response,254,671967,0.0-254.0
88,,,128,0_vs_minus30,12_minus_0.mp4,3_minus_30.mp4,9,Different,Hit,6,3886,html-keyboard-response,256,676357,0.0-256.0
88,,,129,0_vs_minus30,2_minus_0.mp4,2_minus_30.mp4,0,Same,CR,4,4250,html-keyboard-response,258,681112,0.0-258.0
88,,,130,plus30_vs_minus30,11_plus_30.mp4,4_minus_30.mp4,7,Different,Hit,6,3708,html-keyboard-response,260,685323,0.0-260.0
88,,,131,plus30_vs_0,3_plus_30.mp4,9_minus_0.mp4,6,Different,Hit,4,3897,html-keyboard-response,262,689724,0.0-262.0
88,,,132,minus30_vs_0,7_minus_30.mp4,12_minus_0.mp4,5,Different,Hit,6,3547,html-keyboard-response,264,693775,0.0-264.0
88,,,133,0_vs_minus30,4_minus_0.mp4,6_minus_30.mp4,2,Different,Hit,4,4416,html-keyboard-response,266,698695,0.0-266.0
88,,,134,0_vs_plus30,1_minus_0.mp4,9_plus_30.mp4,8,Different,Hit,2,3792,html-keyboard-response,268,702991,0.0-268.0
88,,,135,minus30_vs_0,6_minus_30.mp4,12_minus_0.mp4,6,Different,Hit,6,3763,html-keyboard-response,270,707257,0.0-270.0
88,,,136,plus30_vs_0,3_plus_30.mp4,11_minus_0.mp4,8,Different,Hit,2,3897,html-keyboard-response,272,711658,0.0-272.0
88,,,137,minus30_vs_0,3_minus_30.mp4,8_minus_0.mp4,5,Same,Miss,4,4814,html-keyboard-response,274,716977,0.0-274.0
88,,,138,0_vs_minus30,4_minus_0.mp4,4_minus_30.mp4,0,Same,CR,5,3971,html-keyboard-response,276,721452,0.0-276.0
88,,,139,minus30_vs_0,7_minus_30.mp4,10_minus_0.mp4,3,Different,Hit,1,5205,html-keyboard-response,278,727161,0.0-278.0
88,,,140,minus30_vs_0,2_minus_30.mp4,12_minus_0.mp4,10,Same,Miss,3,3643,html-keyboard-response,280,731308,0.0-280.0
88,,,141,plus30_vs_minus30,1_plus_30.mp4,1_minus_30.mp4,0,Same,CR,6,3898,html-keyboard-response,282,735709,0.0-282.0
88,,,142,0_vs_plus30,6_minus_0.mp4,6_plus_30.mp4,0,Same,CR,3,4301,html-keyboard-response,284,740514,0.0-284.0
